paper_index,authors,title
62269801,jennifer widom + brian babcock + shivnath babu + rajeev motwani + justin rosenstein + gurmeet singh manku + christopher olston + rohit varma + arvind arasu + mayur datar,"Query Processing, Approximation, and Resource Management In a Data Stream Management System"
7F5FA7A9,kimberly c claffy + duane wessels,ICP and the Squid web cache
NE36719,p. wood,minimizing simple xpath expressions
NE36718,w3c. extensible markup language (xml) 1.1. feb,2004
NE36717,w3c. xml path language (xpath) 1.0. nov,1999
NE36715,t. schlieder,schema-driven evaluation of approximate tree-pattern queries
NE36713,y,kanza and y sagiv
NE36711,a. diaz and d. lovell,xml generator
NE36710,dblp,dblp xml records
NE33923,j. gray,data mining the sdss skyserver database
NE35359,b. p. buckles and f. e. petty,a fuzzy model for relational databases
83BE2AFB,craig silverstein + rajeev motwani + sergey brin,Beyond market baskets: generalizing association rules to correlations
NE35352,"a. das, s. ganguly, m. garofalakis, and r. rastogi",distributed set cardinality estimation
80060F4C,george kollios + dimitrios gunopulos + michail vlachos,Discovering similar multidimensional trajectories
NE35356,weblink,christmas bird count homepage
NE35355,"k. to, t. ye, s. bhattacharyya",cmon: a general-purpose continuous ip backbone traffic analysis platform
NE34408,r. snodgrass,the tsql2 temporal query language
72BB61D8,jagannathan srinivasan + nipun agarwal + samuel defazio + ravi murthy + seema sundara,Extensible indexing: a framework for integrating domain-specific indexing schemes into Oracle8i
78ED83B6,edith cohen + haim kaplan,Spatially-decaying aggregation over a network: model and algorithms
7D0F8879,karsten riis + dennis pedersen + torben bach pedersen,A Powerful and SQL-Compatible Data Model and Query Language for OLAP
NE34401,f. yergeau,"utf-8, a transformation format of"
NE34400,"x. wu, m. l. lee, and w. hsu",a prime number labeling scheme for dynamic ordered xml trees
NE34403,"p. bieganski, j. riedi, j. v. carlis, and e. f. retzel",generalized suffix trees for biological sequence data: applications and implementation
09654D26,sean w smith + alexander iliev,Privacy-enhanced credential services
80287FE1,lyublena antova + christoph koch + dan olteanu,World-set decompositions: Expressiveness and efficient algorithms
7E8BE42D,yufei tao + dimitris papadias,Efficient historical R-trees
863B051B,lina peng + k selcuk candan,Confidence-driven early object elimination in quality-aware sensor workflows
76A30660,john black + mihir bellare + phillip rogaway,OCB: A block-cipher mode of operation for efficient authenticated encryption
7F81CC85,christopher j c burges,A Tutorial on Support Vector Machines for Pattern Recognition
NE36475,p. dagum and m. luby,approximate probabilistic reasoning in bayesian belief networks is np-hard
7BE1FCE6,vladimir i levenshtein,On the Minimal Redundancy of Binary Error-Correcting Codes
02A2BEC1,koichi takeda + mei kobayashi,Information Retrieval on the Web: Selected Topics
79FA36E0,jeffrey scott vitter,External memory algorithms and data structures: dealing with massive data
074C25E2,david j dewitt + jianjun chen,Dynamic Re-grouping of Continuous Queries
NE36028,theodoridis. y,"ten benchmark queries for location-based services, the computer journal"
7F568825,saar ron + danny bickson + ittai abraham + ankur badola + sharad maloo + dahlia malkhi,Practical locality-awareness for large scale information sharing
5DC30390,maarten marx,XPath with Conditional Axis Relations
7DA1DD25,ian foster,The virtual data grid: a new model and architecture for data-intensive collaboration
806E4B00,james b iii richardson + satya prabhakar + eepeng lim + jaideep srivastava,Entity identification in database integration
02AAAC6D,adrian dobra + s e fienberg,Bounds for cell entries in contingency tables induced by fixed marginal totals with applications to disclosure limitation
5E49F4B7,yuni xia + song liu + sunil prabhakar + yicheng tu + mohamed hefeeda,Control-based quality adaptation in data stream management systems
7EFF0829,mark d hill + anastassia ailamaki + david j dewitt + marios skounakis,Weaving Relations for Cache Performance
7EABF697,kaiuwe sattler + ingolf geist + eike schallehn,QUIET: continuous query-driven index tuning
79D593A0,valerie king + garry sagert,A fully dynamic algorithm for maintaining the transitive closure
NE36020,"chen. l, tamer ozsu, m","and oria, v, robust, and fast similarity search for moving object trajectories"
7EE0DE33,tibor gyimothy + rudolf ferenc + istvan siket,Empirical validation of object-oriented metrics on open source software for fault prediction
5CBD5A74,robin abraham,FoXQ - XQuery by forms
7E68F451,flavio junqueira + matti a hiltunen + richard d schlichting + keith marzullo + xianan zhang,Replicating Nondeterministic Services on Grid Environments
7DF51824,alberto o mendelzon + carlos a hurtado + claudio gutierrez,Foundations of semantic web databases
7E502575,william e winkler,Using Simulated Annealing for k-anonymity
80CF3433,amit p sheth + devashish worah,Transactions in Transactional Workflows
7A2C9CF6,gereon frahling + christian sohler,Coresets in dynamic geometric data streams
01EA8654,bobbie cochrane + markos zaharioudakis + wolfgang lehner + hamid pirahesh,Applying Mass Query Optimization to Speed up Automatic Summary Table Refresh
0B096A36,bennet yee,Using Secure Coprocessors
7E74F008,susan b davidson + yi chen + yifeng zheng,ViteX: a streaming XPath processing system
NE30547,"r. weiss, b. vlez, m.a. sheldon, c. nemprempre, p. szilagyi, a. duda, d.k. gifford",hypursuit: a hierarchical network search engine that exploits content-link hypertext clustering
7C2CC3F3,feng peng + sudarshan s chawathe,XPath queries on streaming data
NE32498,"a. berglund, s. boag, d. chamberlin, m. f. fernandez, m. kay, j. robie, j. simon",xml path language (xpath) 2.0
591BAA17,eric j stollnitz + tony derose + david salesin,Wavelets for computer graphics: theory and applications
59F79158,golan yona + aaron birkland,"BIOZON: a system for unification, management and analysis of heterogeneous biological data."
NE35926,"m. a. soliman, i. f. ilyas, and n. koudas","skyline, and top-k processing in web bargaining"
NE35921,n/a,weblink
NE35920,r.s. preissig,data encryption standard (des) implementation on the tms320c6000
NE35923,l. f.cranor,web privacy with p3p
NE35922,tms320c6211 cache analysis,in texas instruments application report
7E932EDF,jimeng sun + dimitris papadias + yufei tao,Selectivity estimation for predictive spatio-temporal queries
0C31F980,siegfried bell + peter brockhausen,Discovery of Data Dependencies in Relational Databases
7EED4B5C,a ahmed + james d brenton + n gopalakrishna iyer + carlos caldas + maria vias,Microarray segmentation methods significantly influence data precision
7BF756C3,michalis petropoulos + yannis papakonstantinou + vasilis vassalos,QURSED: querying and reporting semistructured data
78EEFF9A,marieanna neimat + donovan a schneider + witold litwin,"LH*—a scalable, distributed data structure"
NE33502,c. faloutsos,signature files
5E78394B,shouke qin + weining qian + aoying zhou,Adaptively Detecting Aggregation Bursts in Data Streams
773A01B8,curtis e dyreson + richard t snodgrass,Supporting valid-time indeterminacy
8112430E,steven bird + catherine lai,Querying and Updating Treebanks: A Critical Survey and Requirements Analysis
7637E99A,shannon hastings + joel saltz + tony pan + umit v catalyurek + stephen langella + daniel a janies + tahsin kurc + scott oster,Grid-based management of biomedical data using an XML-based distributed data management system
5B9BFA58,akimichi takemura,Local Recoding by Maximum Weight Matching for Disclosure Control of Microdata Sets
761527AF,anhtuan tran + eric sedlar + susan kotsovolos + sivasankaran chandrasekar + vikas arora + nipun agarwal + viswanathan krishnamurthy + muralidhar krishnaprasad + ravi murthy + daniela florescu + zhen hua liu,Towards an enterprise XML architecture
7FD8D5E0,jeffrey s chase + wei jin + jasleen kaur,Interposed proportional sharing for a storage service utility
810139CF,hillol kargupta + souptik datta + k sivakumar + qi wang,On the privacy preserving properties of random data perturbation techniques
5A785DDF,james f brinkley + john h gennari + xiang li,XGI: A Graphical Interface for XQuery Creation
5CB4ABA5,j christoph freytag + rainer conrad + dieter scheffner,XML conceptual modeling using UML
7DD4A4F8,elizabeth oneil + patrick oneil + istvan cseri + nigel westbury + shankar pal + gideon schaller,ORDPATHs: insert-friendly XML node labels
758877AE,cheng yang,Efficient acoustic index for music retrieval with various degrees of similarity
7EBE2011,dragos niculescu + badri nath,Trajectory based forwarding and its applications
7D2C5D76,michael t goodrich + jyhjong tsay + jeffrey scott vitter + darren erik vengroff,External-memory computational geometry
7D1BCD1F,takeo kanade + shinichi satoh,Name-It: association of face and name in video
5C677563,mohamed f mokbel + walid g aref + thanaa m ghanem + jeffrey scott vitter + rahul shah,Bulk operations for space-partitioning trees
75D0386E,giuseppe de giacomo + diego calvanese + maurizio lenzerini + moshe y vardi,Rewriting of regular expressions and regular path queries
76DF055D,carlo sartiani + paolo manghi + dario colazzo + giorgio ghelli,Types for path correctness of XML queries
7D134BC2,sangeetha seshadri + s sudarshan + siddhesh bhobe + prasan roy,Efficient and extensible algorithms for multi query optimization
7DEEA54B,xiaopeng xi + sanghee lee + eamonn keogh + li wei + michail vlachos,LB_Keogh supports exact indexing of shapes under rotation invariance with arbitrary representations and distance measures
NE10663,"r. o. duda, p. e. hart, d. g. stork",pattern classification
58BB6D5A,ralf hartmut guting + markus schneider,Moving objects databases
042749F8,mandy chessell,Specification: Common base event
7DE27E00,yanlei diao + michael j franklin + shariq j rizvi,Towards an internet-scale XML dissemination service
5BA320F9,naphtali rishe + ouri wolfson + hu cao + fengli zhang + hai lin + goce trajcevski,Management of Dynamic Location Information in DOMINO
NE35584,m. burrows,"the chubby lock service for loosely-coupled distributed systems, to appear"
791727AC,chiyin chow + hong va leong + alvin t s chan,Distributed group-based cooperative caching in a mobile broadcast environment
8037A4E7,k s candan + shibo wu,GMP: Distributed Geographic Multicast Routing in Wireless Sensor Networks
7EEF75BA,ashraf aboulnaga + jeffrey f naughton,Building XML statistics for the hidden web
817A74F3,xiaohui gu + philip s yu + haixun wang,Adaptive Load Diffusion for Multiway Windowed Stream Joins
7C1614E4,yijian bai + shaorong liu + carlo zaniolo + fusheng wang + peiya liu,RFID Data Processing with a Data Stream Query Language
80C7F2BD,eugene charniak + matthew berland,Finding parts in very large corpora
7B0BEE55,mario szegedy + yossi matias + noga alon,The space complexity of approximating the frequency moments
78AC6040,abhijit pol + christopher jermaine,Relational confidence bounds are easy with the bootstrap
7720B197,laks v s lakshmanan + raymond t ng + jiawei han,"Constraint-based, multidimensional data mining"
79C7E790,william h winsborough + john c mitchell + ninghui li,Beyond proof-of-compliance: security analysis in trust management
7D7E37B8,rajeev motwani + venkatesh ganti + kris ganjam + surajit chaudhuri,Robust and efficient fuzzy match for online data cleaning
7CE9DB50,shichao zhang + xindong wu,Synthesizing high-frequency rules from different data sources
NE13296,parag and p. domingos,object identification with attribute-mediated dependences
70128864,andrew y ng + david m blei + michael i jordan,Latent dirichlet allocation
6E2C17D8,drena dobbs + vasant honavar + doina caragea + adrian silvescu + jyotishman pathak + carson m andorf + jie bao,Information Integration and Knowledge Acquisition from Semantically Heterogeneous Biological Data Sources
